"term","weight"
"tire","-14.2474887325"
"(","-0.278821524462"
"hopeful","132.35685983"
"rash","197.061654693"
"gawin","40.7131469971"
"ethan","9.99731658281"
"employed","-4.85912423952"
"girlie","576.800606068"
"achieve","-4.50963951612"
"overall","-64.3994897224"
"120","-100.652430838"
"123","-41.4841232879"
"fallout","-138.061398032"
"werent","90.409976489"
"sassy","24.4335407182"
"kong","29.7251835904"
"endless","100.057039493"
"bestest","97.3383593026"
"trucks","146.73072329"
"hiring","29.9651747103"
"ughh","44.9016509457"
"tuned","-183.058673933"
"hollow","-179.5661599"
"she","-35.0519801475"
"wish","24.6464208797"
"tunes","19.1462371121"
"steelers","26.4664913734"
"grad","57.1914915618"
"preach","-84.930067735"
"pitch","-108.590214529"
"humans","-47.647741556"
"freeze","67.646225752"
"computer","33.1848282701"
"driveway","-107.205485645"
"desperate","163.945282965"
"luckiest","-78.1979621745"
"stats","-20.6026127747"
"luv","55.2760524226"
"joys","58.0478990775"
"nightmare","-56.6220866424"
"tend","-6.02247463855"
"written","6.98924392216"
"supernatural","117.001421687"
"correctly","-65.5236429283"
"horrible","36.7546572021"
"neither","44.2344855632"
"importance","-27.315399989"
"kicking","-64.1418026583"
"key","-17.266634847"
"police","-14.4253478181"
"precious","71.3746600229"
"fishin","-141.29580558"
"hits","-26.2136577366"
"sniff","153.290486019"
"limits","-29.9674495979"
"career","23.8715669396"
"2moro","22.4740134501"
"minds","34.3849084341"
"thang","60.8196142248"
"grr","22.4302567854"
"jersey","36.9526173028"
"tori","14.3153389662"
"tuesday","9.60285703296"
"paranormal","-77.0808725048"
"kings","46.2118268069"
"willy","-64.0001254272"
"quit","34.1548688958"
"yay","42.328561008"
"addition","144.242159121"
"sara","64.8467573312"
"quiz","44.3887091063"
"int","-7.5625151546"
"slowly","-55.49292963"
"yah","8.08867853082"
"yaa","114.942931232"
"circus","8.46931222761"
"league","-113.737790802"
"vince","-68.6164995935"
"-.-","-17.1532586032"
"ours","14.4945891902"
"kicks","-62.2206769057"
"smoking","-75.6425988404"
"sibling","154.043760493"
"chalk","91.1885612978"
"owns","-12.1069733727"
"ini","-25.9212582125"
"resident","-60.7856295896"
"bucks","-14.267822976"
"wks","193.801270247"
"began","37.7258278788"
"funniest","-23.6895247543"
"strange","14.1531954285"
"party","-18.7859369069"
"http","-7.56609735596"
"annie","12.2799446718"
"1-0","-188.651346467"
"boxers","-758.924932688"
"huhuhu","93.549915549"
"sarcastic","-115.46502673"
"discouraged","28.5448093413"
"fierce","-76.7890195003"
"spree","95.5433828618"
"nation","-9.79410442962"
"destruction","-22.7702980517"
"reflection","110.008776168"
"lunch","-26.0520075799"
"i","-3.30786832918"
"well","-19.3295649079"
"9:00","-152.588564359"
"/:","42.513040698"
"/8","-15.5021209485"
"restore","-27.1210275623"
"savannah","-16.1277017879"
"42","-35.5799426549"
"mistaken","64.6369407529"
"dose","84.422273816"
"mistakes","11.0466139786"
"distant","-76.6525992926"
"virtual","87.9493616365"
"headin","-0.640326228641"
"lauren","39.3935640425"
"spells","-69.9121111696"
"ahaha","-13.7120210776"
"vida","-21.7734317285"
"jeff","54.8513467397"
"logged","16.2293929308"
"bullshit","-6.51518180586"
"vids","-173.322110709"
"balloons","-54.6183879834"
"buhay","-30.382562428"
"kick","4.23631834024"
"fate","-35.876770528"
"utah","-0.887757329403"
"5am","-61.0765844357"
"burden","-34.8642696533"
"immediately","68.5968740298"
"loss","-58.5335516154"
"lincoln","-94.9632761792"
"necessary","36.6971584249"
"lost","-19.2786840189"
"sizes","11.1186210576"
"candy","83.6659574305"
"lose","-75.9287471971"
"dresser","352.044949614"
"page","11.9109537748"
"twitter","19.7501277326"
"esp","61.1455091637"
"library","27.3641334969"
"frisbee","-176.447364586"
"warmer","-176.839275299"
"shes","-58.4087526625"
"home","7.85297412079"
"liking","8.09440210552"
"heartache","38.6633310412"
"e-mail","28.9239509723"
"rewarding","-33.9451183469"
"wendy","109.167058297"
"?","-0.139594261058"
"duh","49.8655682007"
"puedo","44.3373899951"
"reaching","-28.9902991439"
"journal","10.6768931412"
"choked","-116.102781452"
"pt","10.1076659235"
"consciousness","-21.7988677148"
"rodeo","3.7089671947"
"puppies","-16.0139312484"
"tongue","32.6583450163"
"celebrations","39.5637446732"
"glenn","-25.5097337647"
"washington","11.1118893446"
"ultrasound","-38.5513891232"
"artists","-17.315372212"
"capable","16.2419915537"
"couldnt","4.43840246223"
"whos","-26.4446418428"
"pointless","-24.6239175255"
"hmmmmm","-7.24760057049"
"mississippi","80.5719681826"
"networking","21.8536815984"
"pc","-13.5668655726"
"museum","8.51634557757"
"daniels","19.4160206555"
"noticed","-116.265072969"
"pa","-14.0801179621"
"inner","4.00566785405"
"notices","-172.126078414"
"inspiration","39.9530375474"
"cricket","-107.729205129"
"north","-82.1550921041"
"hs","-68.1402000455"
"hp","26.4521122582"
"pe","-44.2589767781"
"hv","15.0264691957"
"hu","5.2909626304"
"hi","18.7808375077"
"ho","2.04338280534"
"hm","27.2920400471"
"ear","42.9223236291"
"eat","-17.8449378776"
"hd","-74.5552497329"
"he","29.7905683122"
"cells","-11.5061236073"
"hosting","20.3647401706"
"signed","97.5819880119"
"po","3.90213366309"
"dmv","26.7678948908"
"pumped","-114.925334211"
"universal","-86.9284573527"
"penny","-60.4326187909"
"kisses","129.349729779"
"twist","-38.4300363278"
"beats","-70.1043814173"
"conan","-2.63560130037"
"balcony","112.854160976"
"tick","-17.6525103748"
"talkin","-32.7236066862"
"troll","-121.175469426"
"stat","151.565261267"
"star","14.8443403148"
"ecstatic","-93.9373965257"
"nintendo","-49.5826027145"
"friends","-17.1079628586"
"amp","-2.77409755009"
"samsung","-49.3428484934"
"gardens","-167.222434559"
"simpson","36.6516002988"
"todays","-56.1086259377"
"whoops","229.339032688"
"todayy","81.6805591112"
"asian","-56.9086801841"
"whose","40.0611628532"
"buddy","-63.6914519683"
"aug","22.6914936278"
"swam","99.5459756757"
"aur","-75.8785819873"
"teaching","-51.591477535"
"sorry","-52.5608348251"
"updated","-64.228917983"
"void","-168.493725466"
"smack","79.164075765"
"stolen","118.398210503"
"updates","-19.576681202"
"affect","-28.0947106347"
"pilgrim","-193.763889863"
"hati","64.0743023407"
"baking","143.188523354"
"waldo","140.986507665"
"skills","64.1799328116"
"companies","-32.7863636681"
"heading","-16.3137533166"
"clothes","22.6547443699"
"force","-23.7595934137"
"across","9.32519798447"
"likely","12.323399481"
"01","18.0628707021"
"kidnap","30.203218408"
"even","33.6406903453"
"wreck","-14.1875669176"
"while","-39.331568671"
"asia","44.7301188082"
"lights","-18.2318531244"
"new","-4.15486895166"
"tips","-4.21535323045"
"ever","-8.12498040194"
"med","-21.5895035324"
"meg","-62.3072431345"
"pancakes","-43.2982641498"
"never","8.32282996846"
"mei","59.572985851"
"drew","38.9360482957"
"met","-7.86939043194"
"nanny","238.053318228"
"active","41.5755852282"
"sooooooooooo","11.1476772531"
"105","-4.79732162568"
"luther","43.3852928678"
"jams","-85.8408364782"
"mitchell","29.1244327123"
"credit","2.44533641469"
"dre","-14.011609678"
"joshua","-79.6460645459"
"campaign","11.9721071162"
"moral","-37.4098023692"
"guests","-99.3082825144"
"org","34.6973416964"
"counts","-15.0262751741"
"army","-92.4186787375"
"arms","-21.8474179112"
"cali","11.1489945562"
"edward","134.102879224"
"call","-18.3193324575"
"calm","17.2073089369"
"recommend","59.3255739487"
"survive","73.8064542083"
"type","18.255529726"
"tell","-11.7017046047"
"lungs","43.547060173"
"wars","-1.20227095404"
"warn","6.32199708211"
"warm","3.18790932762"
"adult","15.1970419885"
"ward","-38.8331776627"
"rin","33.383960373"
"room","-3.00210348446"
"rights","40.3000793138"
"setup","-311.970119564"
"roof","-22.0624955258"
"movies","34.1568495778"
"akin","-22.5268090045"
"sumthing","62.6667755992"
"root","-101.956196811"
"thirsty","-66.6434783365"
"programming","-179.962843379"
"laughs","81.12782796"
"stressing","125.620562884"
"honey","-47.9302174005"
"10,000","-17.773310165"
"foods","66.7181626591"
"homie","-162.62526268"
"colds","120.018905118"
"faults","-23.2336807597"
"amazing","-59.7554731501"
"nuff","-43.717433315"
"untill","-21.762738909"
"becky","45.1817087456"
"minority","32.1731505454"
"vicious","25.3504147"
"thankyou","55.8532109135"
"curiosity","98.7715463979"
"president","-46.4753010606"
"lesbian","295.480882891"
"purchase","103.990982368"
"third","-7.56758540323"
"recieved","-60.4174964965"
"sliced","-33.4238170616"
"nicki","-14.1091990176"
"maintain","40.6536415488"
"goodbye","-32.150171154"
"fifa","-159.787076502"
"deck","-11.9854235095"
"keyboard","-23.7830607523"
"fellas","-291.463691128"
"before","21.353136803"
"personal","10.309057533"
"soaking","191.676281812"
"gente","-24.2893593637"
",","-1.25595843089"
"crew","5.62172306897"
"better","2.06952642037"
"differently","-52.705190936"
"weeks","-13.6435570256"
"combination","71.7874617065"
"weakness","-38.2445775659"
"workout","-8.24734658414"
"therapy","79.9819409757"
"grammar","-36.8323329924"
"meat","-45.4829822653"
"sleepless","-36.4875463991"
"untuk","32.3073911699"
"acoustic","-43.8451112826"
"went","10.8513379659"
"higher","6.75535541279"
"meal","-55.6074870649"
"bone","46.6689326461"
"mean","21.5015926894"
"billion","-77.2477471679"
"gunna","15.894049466"
"skins","51.3980565226"
"taught","-55.7417637322"
"doug","22.6344555497"
"temporary","-7.89926658316"
"noww","185.392800277"
"mandy","-29.1830299265"
"reader","-20.395823605"
"surprise","25.5007179636"
"tlga","38.0397788653"
"grease","69.238636087"
"turning","-4.2767112136"
"cutest","146.575947234"
"fave","303.78491729"
"revenge","8.88927005088"
"struggle","68.8037324677"
"iss","-72.6026011043"
"starts","-36.4450410717"
"messages","18.4719551242"
"pang","-21.9950694197"
"ish","4.8886389128"
"moving","23.8383815147"
"isa","-17.6440293675"
"loud","40.9065656056"
"cleaning","81.188057175"
"naughty","-4.30998307921"
"jamaica","286.400108479"
"grade","23.0233521922"
"comforted","56.0328222432"
"ily","100.716197527"
"hook","25.2390386313"
"comforter","267.304672056"
"ditch","24.7512838375"
"hood","60.7084011018"
"girly","344.367677279"
"girls","19.4188922633"
"twisted","58.2779604449"
"dwell","165.200436577"
"hollywood","-60.5020103346"
"gym","-67.4757706587"
"sneaky","270.496271644"
"somewhat","-37.1347948017"
"helen","93.2430993519"
"somone","-149.074017093"
"distance","19.9603810025"
"fairytale","17.9575299279"
"bitterness","40.4419537226"
"matter","-6.37865060376"
"silly","92.5246693562"
"mermaid","31.2527970657"
"mini","175.445817921"
"cheek","-9.68421114319"
"modern","-39.1175831914"
"mind","-16.4705709803"
"mine","-12.5981094597"
"seed","46.2049532829"
"telly","13.8556377483"
"seen","-45.4888929784"
"seem","10.6503230217"
"mins","-23.7872739239"
"mint","-65.4658849517"
"chest","-106.315611911"
"niece","110.378722342"
"panties","333.490411721"
"tym","-11.4528376439"
"mashed","-72.9238998575"
"mario","-30.0018609274"
"marie","1.05952553378"
"fearless","181.754771396"
"maria","30.4609672152"
"zealand","55.6926641238"
"doo","-15.6963327153"
"alarm","-31.0854350128"
"m","-13.4985499816"
"dog","4.99393816874"
"definitely","48.3187560314"
"principle","18.1790369051"
"dos","34.8380249853"
"annoyed","56.1396424548"
"dot","-40.7200866859"
"kristen","37.7942468145"
"beaten","-11.957561972"
"bakit","-21.7525778688"
"recieve","-38.8700963279"
"ending","-20.0027011923"
"liberty","-64.3580635245"
"parang","-76.534595174"
"judges","69.0937228404"
"weekends","-25.8690731139"
"sugar","63.5659332019"
"judged","-36.6637005448"
"folks","-22.6372501501"
"lightening","488.326058918"
"colorful","-26.2282682452"
"stop","3.68281311281"
"integrity","19.2443207746"
"coast","25.6520132425"
"cracks","167.274894515"
"christopher","-37.9601155788"
"bar","20.7868878809"
"sailing","-21.8439074903"
"disco","-38.5227478657"
"bad","-25.8761142265"
"softly","106.650284887"
"ban","-39.7857832314"
"bam","-50.7687497206"
"effing","81.6576664013"
"ears","23.061365323"
"playstation","-133.423813952"
"decides","25.6255668008"
"reference","-34.789931017"
"rockstar","30.3598514616"
"fluffy","33.7273128207"
"testing","21.4344335303"
"d's","54.9850555924"
"decided","-6.85597859783"
"said","3.80848691756"
"08","29.5263675616"
"09","-20.5810507428"
"shaved","-544.817034883"
"there's","26.9948994295"
"olympics","83.2983733798"
"pets","66.1185773756"
"simplest","-27.0094766385"
"tolerance","20.7790325174"
"lazy","-66.6280484969"
"omg","38.6102520313"
"ignorance","-34.8535317125"
"cousin","74.1710294787"
"damned","-66.4833988861"
"una","-48.7533808218"
"ung","8.63782892794"
"uni","3.41247897086"
"0n","44.9465905259"
"gps","34.3189547645"
"winnie","77.6220692356"
"yaar","-162.416287593"
"lullaby","134.610302138"
"awesomely","-52.9595219932"
"tasted","-2.89713152974"
"sam","-28.4799451207"
"asks","-45.839961668"
"basis","-109.200869974"
"three","-19.2339871361"
"tiny","109.722249726"
"ting","26.4798181827"
"trigger","-59.1878895553"
"tina","-9.18015093387"
"basic","-11.4497233753"
"entered","79.8147232682"
"lovely","127.365947363"
"idol","-49.6621701891"
"website","-13.2313222818"
"deeper","25.4645170424"
"sunshine","140.46249709"
"sooooo","67.995642816"
"cheryl","-42.2107907971"
"exception","129.045606198"
"gracias","54.2348813878"
"tang","-172.342836347"
"say","-6.6729056184"
"near","-44.9467168491"
"balance","13.3640150755"
"study","-5.18472555708"
"chilling","-8.40075552061"
"iz","-36.4473837642"
"mexico","-45.9421203068"
"is","-3.29700866637"
"sushi","33.9855147041"
"it","1.92672958342"
"iv","-4.18041390877"
"ii","-14.0311418856"
"jess","40.3985274398"
"cant","16.3861417501"
"cans","6.97318804302"
"in","3.72739477622"
"seattle","-34.9589775391"
"mouse","-47.171729619"
"id","-13.9235386595"
"disappear","83.526983955"
"if","-17.7305478241"
"grown","38.0077280532"
"walkin","19.3810235836"
"kahit","-5.64594767763"
"bottles","-30.4161026429"
"belle","-22.7356314819"
"make","-0.28342725378"
"everybody's","98.1479895228"
"bella","-15.6853119969"
"maka","-0.487615441014"
"hahah","20.3215447844"
"bells","17.2822030988"
"meets","73.0615010932"
"ella","-66.1251116161"
"stressed","65.6401030663"
"kit","-59.8439100778"
"delight","89.5972633423"
"kim","28.9035063245"
"jealous","3.49677660835"
"kia","22.943604932"
"opportunity","-19.311592439"
"he'll","20.9720244623"
"thoughts","-37.6469940981"
"kid","-12.7474823847"
"programs","2.02225619599"
"changes","17.3601165832"
"failing","72.5357660403"
"pandora","-7.61557319967"
"claims","25.1416020033"
"yours","22.6691175047"
"left","-22.4066704808"
"yeh","11.3688688368"
"just","-17.749897403"
"sentence","-42.7675884617"
"yea","24.92586866"
"sporting","-105.015373332"
"yee","33.479762686"
"unfair","70.4294093073"
"yey","114.220506986"
"year-old","179.47630134"
"human","11.7455510623"
"facts","-86.3185762326"
"yep","80.8927644384"
"yes","27.5432124399"
"yer","40.8374447066"
"tattooed","-4.48581260383"
"yet","-11.3498530132"
"character","9.13716621062"
"salamat","-46.9607512388"
"squad","-123.401627347"
"save","4.38780859263"
"ops","-121.512415202"
"vanessa","58.5549935619"
"boundaries","47.9757404009"
"tmrw","-9.14980592191"
"background","28.3186405027"
"destroy","-64.0773651272"
"dreamt","75.325041657"
"vanity","-199.039928021"
"shoulder","-97.1130659781"
"dignity","86.9922837357"
"nevermind","23.605742766"
"-_-","7.85330405245"
"performing","-35.1837744054"
"zombies","33.7979354583"
"coco","74.9856541777"
"deal","-58.0650269836"
"deaf","-30.4930890381"
"somehow","-8.92540623817"
"dead","-20.9366328103"
"nothing's","133.249466364"
"dear","35.8462149367"
"norman","-84.1937574067"
"pasko","-174.181002561"
"trace","167.061822555"
"notification","29.3226666336"
"microwave","37.2795149802"
"arguing","-70.9499602285"
"shakespeare","116.576714147"
"bold","-51.2208526244"
"super","54.1115389894"
"puking","20.8065981715"
"oreo","-200.479828479"
"yelling","38.3444197397"
"ribs","-33.7428588237"
"magazine","162.380367573"
"afternoon","-3.80404903362"
"islands","56.4748914633"
"automatically","-29.7494004653"
"nerve","148.48173742"
"coins","-84.3652001965"
"whats","-50.3598003283"
"lied","-27.6988836863"
"world's","50.6798711843"
"down","-10.933146233"
"carving","166.629651082"
"frightened","-29.6026279592"
"flying","-5.96869077715"
"jealousy","113.775594217"
"offering","-101.409325626"
"fireworks","-5.89972710693"
"failure","-18.5022169044"
"diaper","150.230622318"
"surrender","-18.2651541518"
"preview","-19.1698797447"
"attached","112.344156758"
"isang","-24.3964750735"
"economic","-30.1268128343"
"daddy","-19.4182128016"
"temper","-30.5137813885"
"delete","71.700425589"
"shin","56.6797730944"
"sticks","-149.273056182"
"classic","-1.85509984202"
"sticky","47.0753848796"
"tosh","92.5267270931"
"muffins","-56.5061932451"
"floating","69.3895061651"
"shit","-17.5206452779"
"aunts","-16.202340356"
"generally","17.8533915091"
"handed","17.4118977617"
"digital","-25.2787058977"
"holly","-55.9888702638"
"hangin","-32.3238351755"
"savage","1.17700877593"
"felt","-9.08923180332"
"diet","59.9581213415"
"journey","-27.8411439881"
"reign","-81.746878554"
"pierced","190.555373142"
"weekend","24.3025211829"
"died","13.4250959568"
"babysitting","445.966297623"
"happening","12.5530358825"
"potato","58.4197592726"
"assume","-12.1365338728"
"jacket","-32.4558170918"
"anong","76.3472863807"
"managed","82.8731592962"
"relieve","-268.532180218"
"souls","135.823144548"
"invent","-96.4514877505"
"laura","54.9099630482"
"manager","23.7527701841"
"mile","-22.0433147775"
"skin","26.7938475309"
"shot","-30.7480283767"
"mill","-48.0717747607"
"milk","-38.3066282655"
"yummy","233.119635047"
"technique","-62.0524824867"
"father","-18.5687975999"
"disgusting","27.7852695133"
"countdown","19.1809409587"
"0","8.41126100086"
"finally","13.918868043"
"collage","-133.927061408"
"shoot","-30.0166219875"
"tacos","-25.2276152868"
"ma","8.03254829988"
"dil","-67.7741891385"
"dim","-107.439225872"
"din","1.74497179253"
"dio","-39.9854298382"
"did","4.68193412292"
"die","-20.0892817309"
"dig","-79.9386967269"
"hooray","-49.8243232509"
"item","0.950633547959"
"t_t","2.78132055766"
"round","-41.1466519156"
"it'll","-34.0095558634"
"shave","-486.336434315"
"ville","1.68983004709"
"dealing","88.5816746818"
"literature","-9.81983385303"
"refusing","310.402460392"
"____","30.7782384307"
"run","1.57059224388"
"afghanistan","20.6587315221"
"norris","-74.5936387743"
"heres","-77.457914043"
"international","80.211206817"
"pedophiles","55.6334362939"
"ummmm","33.7051925352"
"filled","19.1294710208"
"kelsey","8.634491687"
"guardian","-57.4121512975"
"henry","46.0730806302"
"lakes","21.976066633"
"elses","1.02236293684"
"frosting","127.742662347"
"earthquake","-6.65592388216"
"wait","-4.80649124458"
"box","-7.54955605271"
"boy","-19.2752906568"
"canadian","53.6142061104"
"institute","-70.9274761064"
"bruises","452.136263156"
"mahirap","-15.2033715311"
"bow","-59.7233123181"
"boi","-78.2798946743"
"bon","56.2087442144"
"boo","46.5536346642"
"priceless","36.905339669"
"bob","39.4193189449"
"bruised","126.63924918"
"massage","49.5436009221"
"treasure","-1.41469452562"
"patriots","9.49046211257"
"everybody","-40.0282436778"
"troops","11.5746516283"
"sake","37.0577048896"
"france","-15.3757381848"
"insides","45.0024206676"
"thru","26.9629494594"
"vous","-72.4230828716"
"ooo","-4.60948121111"
"answered","3.51919701304"
"ooh","55.9052993467"
"downtown","-23.1771304957"
"heartless","11.320113625"
"savior","108.276364605"
"olive","97.7720615096"
"effort","62.9493365104"
"fly","26.8189324599"
"soul","6.1887377527"
"reviews","42.276622558"
"wallet","-196.118207128"
"sour","-49.6898612085"
"ulo","103.071371174"
"9th","-50.6157565274"
"growing","-9.50412459486"
"making","40.6169276255"
"arrive","2.53068631426"
"bites","30.6774481599"
"nearest","-11.2807911417"
"crazy","55.948375796"
"agent","74.1769422257"
"council","-53.0792119317"
"dennis","39.1567877187"
"pink","164.908765871"
"rays","-97.7083997545"
"beleive","-9.20575182655"
"ping","-68.3517681029"
"chemical","-47.8842504527"
"till","-18.1247224738"
"nyo","-16.8643016825"
"pure","-10.2641193683"
"swore","83.3267580915"
"nyc","-47.3525519105"
"nya","31.5085099075"
"map","-30.7335233694"
"staying","47.2855114359"
"mau","68.6715825871"
"mat","-13.4882072194"
"may","-8.67225332876"
"max","-48.8531136443"
"snl","4.2778422946"
"fed","79.982925739"
"mac","-18.6545621185"
"mae","82.4053462909"
"designed","-139.57158761"
"mag","-57.2559371375"
"mai","38.7290257287"
"mah","-6.40276161188"
"guys","16.3043580333"
"grow","-7.69402172113"
"man","-35.5667738408"
"autism","22.8951016355"
"johnson","25.1455340484"
"maybe","29.5986417554"
"q","6.6345887037"
"switch","-21.8650678229"
"jail","12.2227091951"
"silence","15.0766637317"
"african","20.7752995659"
"tall","-73.5493658376"
"talk","-32.6690550394"
"cute","136.952104015"
"feb","29.4985234201"
"wishing","-6.29425119987"
"mayhem","30.2780991799"
"shake","-11.3888966696"
"thank","7.20391055453"
"mais","51.9182487984"
"interesting","31.3866954771"
"maid","60.761236924"
"drummer","-13.5717785554"
"policy","-61.8162429437"
"mail","22.5477901518"
"tomorow","-29.1170958201"
"main","-3.80857486604"
"texas","13.9137806672"
"finance","-110.083788244"
"views","-32.9768921531"
"bein","19.2646655371"
"killer","-59.2963617179"
"sooner","74.0759863147"
"interview","-41.3343948796"
"kanina","-34.4115038746"
"killed","-55.2506637318"
"possess","98.1729520856"
"fudge","55.390296776"
"artist","37.8250273464"
"careless","6.78874590815"
"rock","-3.64526749893"
"scheme","-92.3355984609"
"girl","-18.7490778627"
"canada","-46.9215467418"
"living","-0.437887799935"
"jackson","-18.5070619201"
"3rd","-32.3916232463"
"lad","-100.132774392"
"dutch","27.0843157851"
"dominate","-94.3346508672"
"earlier","-3.67677910421"
"monster","-79.1820681353"
"sideways","52.8008539582"
"brooks","-58.4441070851"
"california","59.857659051"
"inyo","-29.9253191278"
"cough","21.426983649"
"keith","8.4473926864"
"advance","6.8202670781"
"underwear","-108.124902058"
"carnival","-1.47541011008"
"ministry","-70.3301377837"
"waiter","-48.7083454237"
"headphones","-90.3439345597"
"thing","-2.28340429771"
"yess","-31.8410869869"
"think","15.1262438179"
"waited","72.006357535"
"first","6.35711024794"
"cheese","9.92129661417"
"question","-32.191213037"
"rachel","14.9538456242"
"crib","-147.049392984"
"americans","-8.07024578586"
"long","-21.1952553249"
"suspended","-93.1660669486"
"zindagi","15.63333097"
"sounds","-13.8553291313"
"cheesy","152.347923462"
"little","44.6110932241"
"adik","75.6870407502"
"personalities","-70.1970088382"
"lap","18.7148519227"
"slept","-20.3606351339"
"anyone","-3.0794578418"
"jeremy","-33.6109375324"
"amin","52.5733930664"
"eyed","-22.1117658619"
"butt","87.9810213129"
"here's","-18.5151659646"
"10","-9.8844825036"
"13","-23.9059310985"
"12","3.84978741365"
"15","-14.924246686"
"14","-26.4248046109"
"17","-4.1600641434"
"16","-7.87888707307"
"19","3.99098289366"
"gotta","-2.98814466941"
"protected","198.732164184"
"were","33.5191043309"
"tractor","-12.8748761455"
"coconut","205.286434231"
"dash","62.4063677723"
"conspiracy","56.6726734518"
"pero","-34.3384294527"
"nazi","-167.556882689"
"kevin","-33.1377587475"
"answering","55.7895458036"
"shocked","-41.2633261057"
"bailey","-40.8854688869"
"performance","-70.6148759719"
"channel","-27.9820668054"
"ultimate","-21.4775647822"
"200","-53.6256087812"
"pain","-10.1991256207"
"wooot","-40.7932694779"
"theatre","-14.0461756483"
"normal","-40.2491483223"
"track","-8.91492185449"
"cheesecake","-114.249618847"
"insanity","-31.808921728"
"rehearsal","-137.518919115"
"beta","-91.2916448195"
"tracy","48.1371550029"
"beth","25.0822824979"
"queens","-211.929875746"
"surprising","34.5597144594"
"order","57.4740716864"
"playoffs","-191.091124497"
"wnt","-23.5137584799"
"show","-6.11657179214"
"mama's","42.8749070432"
"estoy","19.212165993"
"shoe","8.29441806741"
"corner","75.5596748231"
"data","-73.1289537516"
"curled","50.0986252845"
"urself","123.546129584"
"dice","-9.71403468254"
"mubarak","65.1156851044"
"dick","-5.91369905259"
"storms","52.9854865423"
"pump","-56.968043734"
"black","9.14291967494"
"germs","25.9640649538"
"enthusiasm","237.448416705"
"awareness","19.7698307685"
"get","0.672752855522"
"stomp","-178.549298003"
"muna","-12.0124729834"
"killers","-18.2844986501"
"nearly","57.1416840821"
"gee","101.620124386"
"geo","94.5048724819"
"secondary","-150.108720051"
"morning","-9.81394763349"
"stupid","37.0110973619"
"finishing","-103.985563597"
"worrying","9.40498833798"
"silently","158.163553797"
"declared","28.4063613869"
"oven","77.4591349803"
"seas","-108.908189536"
"relative","-38.7371798547"
"sean","-11.4164207781"
"calendar","-61.5791610731"
"wonder","-3.16976945849"
"sleepin","9.1882244413"
"24/7","76.5952492711"
"label","-13.0841556129"
"gaga","-185.09515077"
"diamonds","-23.3521476154"
"reading","3.91498085294"
"whispered","189.170354149"
"august","19.9479292735"
"parent","14.7818706773"
"kool","-68.3046240591"
"spring","-7.12177480718"
"jr","17.9646590662"
"killing","-30.7176914088"
"jo","19.1265771731"
"jd","44.6192430816"
"je","6.87355596212"
"ja","6.10523312761"
"jb","7.35120030302"
"jc","-162.987706134"
"dates","54.86695901"
"z","-10.6879588264"
"rugby","-36.2045914928"
"chelsea","-15.3433129549"
"according","153.927563654"
"grrrrrr","3.78819716178"
"tour","36.4224080164"
"remake","-57.2444861313"
"ji","-73.1711449069"
"12:00","-10.1185222071"
"cancer","13.0437696926"
"comprehend","-48.5002071945"
"considering","33.7544863074"
"arts","26.2616392483"
"barry","48.718712076"
"mart","13.7458048973"
"workshop","8.45356393098"
"judging","61.2860641497"
"naruto","-103.472246756"
"borders","21.8212397862"
"mary","27.6865393999"
"shopping","208.680512903"
"offered","81.8241247423"
">_<","-13.5091258477"
"dramatic","116.645781778"
"wake","-24.8063379042"
"hatin","15.714081412"
"hardcore","-182.403449164"
"those","-27.0192099051"
"^","2.57438571448"
"sound","8.78808177357"
"slumber","-108.449882126"
"promising","83.4457213631"
"cancelled","-9.97753343018"
"cock","-135.412737188"
"eventually","-23.0447501169"
"strait","-57.3311381581"
"coffee","1.89607024706"
"sleeping","-16.1342381607"
"sprained","-30.3504105082"
"middle","6.27259355378"
"sudden","-28.8695623946"
"protein","-59.6546419267"
"everyday","11.616243539"
"different","9.37099407382"
"pas","-12.8748684159"
"pat","9.26451926779"
"pay","-18.3145646888"
"sama","55.9005853664"
"same","18.1154953611"
"heartbreak","38.0479270168"
"arguments","-117.791515995"
"pag","-23.3627699077"
"struggling","28.5537529083"
"pal","19.0576868676"
"pam","61.6752019337"
"pan","-15.7434465083"
".. .","10.8262304483"
"companion","-39.7519302181"
"running","13.0935628291"
"climbing","-13.9515064332"
"totally","82.519126038"
"p90x","-188.281883887"
"weave","124.895767032"
"band","8.38571040718"
"amazes","49.1046829976"
"solve","-113.295696898"
"bottle","-95.9482719476"
"money","-8.42063191836"
"wifey","-132.024448222"
"flavor","-140.222609871"
"nick","-14.8139257464"
"yaaay","134.353130939"
"politicians","-111.042062585"
"bank","30.4774085146"
"naw","78.1061079617"
"grip","8.97877970261"
"jake","-11.89484368"
"grit","-81.0152884088"
"tits","-49.0602242589"
"grey's","219.944627006"
"mos","73.4658443861"
"hopin","-0.590729743911"
"mop","53.9845973166"
"mow","-180.756772526"
"moi","29.6245835317"
"moo","-97.342014775"
"mom","43.7058836448"
"mob","-56.4798263906"
"aiming","-29.5061206633"
"disappointed","3.51205230786"
"moe","-112.233367645"
"adams","-16.5016582728"
"christine","126.018064069"
"server","-233.454036172"
"audience","-47.9991102441"
"hallelujah","-60.2970155326"
"served","-82.8482910168"
"doll","34.5379530566"
"erase","32.5554253572"
"images","91.0455235899"
"snoring","66.7047920967"
"organizing","137.945777902"
"gross","93.7912047588"
"confirm","-49.3990599151"
